,number_project,average_montly_hours,time_spend_company,left,salary,high,low,medium
7140,3,155,2,0,medium,0,0,1
7141,5,270,3,0,medium,0,0,1
7142,3,134,2,0,medium,0,0,1
7143,3,221,3,0,medium,0,0,1
7144,4,258,3,0,medium,0,0,1
7145,6,272,5,0,medium,0,0,1
7146,4,184,3,0,high,1,0,0
7147,6,276,2,0,low,0,1,0
7148,4,186,3,0,medium,0,0,1
7149,3,189,5,0,medium,0,0,1
7150,3,224,3,0,medium,0,0,1
7151,6,237,6,0,medium,0,0,1
7152,3,144,2,0,low,0,1,0
7153,6,171,3,0,low,0,1,0
7154,3,232,2,0,low,0,1,0
7155,4,193,2,0,low,0,1,0
7156,3,166,2,0,low,0,1,0
7157,3,167,2,0,low,0,1,0
7158,2,101,3,0,low,0,1,0
7159,5,266,3,0,low,0,1,0
7160,3,135,2,0,low,0,1,0
7161,4,137,3,0,low,0,1,0
7162,3,191,3,0,low,0,1,0
7163,4,262,2,0,low,0,1,0
7164,3,174,3,0,low,0,1,0
7165,4,241,2,0,low,0,1,0
7166,5,144,4,0,low,0,1,0
7167,3,218,3,0,low,0,1,0
7168,5,210,2,0,low,0,1,0
7169,6,208,5,0,low,0,1,0
7170,3,232,3,0,low,0,1,0
7171,3,140,2,0,low,0,1,0
7172,3,189,4,0,low,0,1,0
7173,5,264,3,0,medium,0,0,1
7174,5,157,2,0,medium,0,0,1
7175,4,161,2,0,medium,0,0,1
7176,4,149,3,0,medium,0,0,1
7177,3,144,4,0,medium,0,0,1
7178,4,242,2,0,medium,0,0,1
7179,6,214,5,0,medium,0,0,1
7180,4,174,3,0,medium,0,0,1
7181,5,169,3,0,medium,0,0,1
7182,4,268,2,0,medium,0,0,1
7183,3,257,3,0,medium,0,0,1
7184,4,187,5,0,medium,0,0,1
7185,5,270,2,0,high,1,0,0
7186,5,173,4,0,low,0,1,0
7187,6,193,4,0,medium,0,0,1
7188,4,212,2,0,medium,0,0,1
7189,3,156,3,0,medium,0,0,1
7190,3,244,3,0,medium,0,0,1
7191,3,255,4,0,low,0,1,0
7192,5,152,3,0,low,0,1,0
7193,4,163,3,0,low,0,1,0
7194,3,150,2,0,low,0,1,0
7195,4,169,2,0,low,0,1,0
7196,3,133,3,0,low,0,1,0
7197,4,202,3,0,low,0,1,0
7198,4,169,2,0,low,0,1,0
7199,4,270,2,0,low,0,1,0
7200,3,251,2,0,low,0,1,0
7201,3,267,5,0,low,0,1,0
7202,4,224,3,0,low,0,1,0
7203,3,250,2,0,low,0,1,0
7204,3,258,2,0,low,0,1,0
7205,2,209,5,0,low,0,1,0
7206,4,215,3,0,low,0,1,0
7207,3,183,3,0,low,0,1,0
7208,3,143,3,0,low,0,1,0
7209,3,174,3,0,low,0,1,0
7210,6,170,4,0,low,0,1,0
7211,3,202,2,0,low,0,1,0
7212,4,160,2,0,medium,0,0,1
7213,5,211,2,0,medium,0,0,1
7214,3,236,3,0,medium,0,0,1
7215,4,236,3,0,medium,0,0,1
7216,4,252,2,0,medium,0,0,1
7217,3,155,2,0,medium,0,0,1
7218,5,138,2,0,medium,0,0,1
7219,4,195,3,0,medium,0,0,1
7220,3,150,3,0,medium,0,0,1
7221,3,172,3,0,medium,0,0,1
7222,3,240,2,0,medium,0,0,1
7223,3,229,6,0,medium,0,0,1
7224,3,169,3,0,high,1,0,0
7225,3,246,3,0,low,0,1,0
7226,4,260,2,0,medium,0,0,1
7227,4,101,6,0,medium,0,0,1
7228,3,190,3,0,medium,0,0,1
7229,3,154,4,0,medium,0,0,1
7230,4,196,4,0,low,0,1,0
7231,3,209,3,0,low,0,1,0
7232,4,223,3,0,low,0,1,0
7233,4,221,3,0,low,0,1,0
7234,4,141,3,0,low,0,1,0
7235,3,135,3,0,low,0,1,0
7236,2,191,3,0,low,0,1,0
7237,4,195,3,0,low,0,1,0
7238,5,217,4,0,low,0,1,0
7239,4,184,3,0,low,0,1,0
7240,5,188,3,0,low,0,1,0
7241,6,240,6,0,low,0,1,0
7242,4,226,3,0,low,0,1,0
7243,3,196,3,0,low,0,1,0
7244,6,251,4,0,low,0,1,0
7245,4,150,2,0,low,0,1,0
7246,3,249,3,0,low,0,1,0
7247,4,251,3,0,low,0,1,0
7248,5,252,3,0,medium,0,0,1
7249,5,261,5,0,medium,0,0,1
7250,4,225,2,0,medium,0,0,1
7251,2,151,3,0,medium,0,0,1
7252,4,147,2,0,medium,0,0,1
7253,4,159,3,0,medium,0,0,1
7254,4,241,2,0,medium,0,0,1
7255,5,176,5,0,medium,0,0,1
7256,4,218,4,0,medium,0,0,1
7257,4,219,3,0,medium,0,0,1
7258,3,227,3,0,medium,0,0,1
7259,4,182,2,0,medium,0,0,1
7260,4,196,2,0,high,1,0,0
7261,4,257,3,0,low,0,1,0
7262,5,182,5,0,medium,0,0,1
7263,4,192,3,0,medium,0,0,1
7264,4,142,4,0,medium,0,0,1
7265,4,172,2,0,medium,0,0,1
7266,4,188,3,0,low,0,1,0
7267,5,281,3,0,low,0,1,0
7268,4,255,2,0,low,0,1,0
7269,3,223,3,0,low,0,1,0
7270,2,219,4,0,low,0,1,0
7271,3,195,2,0,low,0,1,0
7272,2,156,3,0,low,0,1,0
7273,5,259,4,0,low,0,1,0
7274,4,266,3,0,low,0,1,0
7275,3,147,2,0,low,0,1,0
7276,4,207,3,0,low,0,1,0
7277,3,185,2,0,low,0,1,0
7278,5,195,2,0,low,0,1,0
7279,6,148,4,0,low,0,1,0
7280,3,157,2,0,low,0,1,0
7281,4,146,3,0,low,0,1,0
7282,3,262,4,0,low,0,1,0
7283,3,169,3,0,low,0,1,0
7284,3,192,3,0,low,0,1,0
7285,4,147,2,0,low,0,1,0
7286,5,254,2,0,low,0,1,0
7287,3,244,4,0,medium,0,0,1
7288,2,100,6,0,medium,0,0,1
7289,3,173,2,0,medium,0,0,1
7290,2,197,2,0,medium,0,0,1
7291,3,256,4,0,medium,0,0,1
7292,4,253,2,0,medium,0,0,1
7293,4,152,2,0,medium,0,0,1
7294,5,136,3,0,medium,0,0,1
7295,3,141,3,0,medium,0,0,1
7296,5,212,3,0,medium,0,0,1
7297,4,144,3,0,medium,0,0,1
7298,2,118,4,0,medium,0,0,1
7299,5,265,3,0,high,1,0,0
7300,3,143,3,0,low,0,1,0
7301,3,230,2,0,medium,0,0,1
7302,5,243,2,0,medium,0,0,1
7303,3,152,4,0,medium,0,0,1
7304,3,252,3,0,medium,0,0,1
7305,3,113,2,0,low,0,1,0
7306,4,259,2,0,low,0,1,0
7307,4,139,5,0,low,0,1,0
7308,4,228,3,0,low,0,1,0
7309,4,214,3,0,low,0,1,0
7310,4,210,4,0,low,0,1,0
7311,4,146,3,0,low,0,1,0
7312,3,155,2,0,low,0,1,0
7313,2,169,5,0,low,0,1,0
7314,3,258,3,0,low,0,1,0
7315,3,258,2,0,low,0,1,0
7316,3,168,4,0,low,0,1,0
7317,3,211,2,0,low,0,1,0
7318,2,245,3,0,low,0,1,0
7319,3,204,2,0,low,0,1,0
7320,2,161,3,0,low,0,1,0
7321,3,267,3,0,low,0,1,0
7322,3,183,3,0,low,0,1,0
7323,2,105,3,0,low,0,1,0
7324,3,260,2,0,low,0,1,0
7325,3,183,4,0,low,0,1,0
7326,4,262,3,0,medium,0,0,1
7327,4,244,4,0,medium,0,0,1
7328,4,242,6,0,medium,0,0,1
7329,4,146,3,0,medium,0,0,1
7330,4,252,6,0,medium,0,0,1
7331,5,229,2,0,medium,0,0,1
7332,4,170,3,0,medium,0,0,1
7333,3,250,4,0,medium,0,0,1
7334,2,243,3,0,medium,0,0,1
7335,4,135,3,0,medium,0,0,1
7336,4,266,3,0,medium,0,0,1
7337,4,223,3,0,medium,0,0,1
7338,4,234,3,0,high,1,0,0
7339,4,187,3,0,low,0,1,0
7340,3,229,3,0,medium,0,0,1
7341,3,155,2,0,medium,0,0,1
7342,3,246,3,0,medium,0,0,1
7343,3,152,3,0,medium,0,0,1
7344,2,172,2,0,low,0,1,0
7345,4,255,5,0,low,0,1,0
7346,3,98,2,0,low,0,1,0
7347,6,141,6,0,low,0,1,0
7348,4,146,4,0,low,0,1,0
7349,4,213,3,0,low,0,1,0
7350,4,160,3,0,low,0,1,0
7351,3,272,4,0,low,0,1,0
7352,4,125,4,0,medium,0,0,1
7353,3,152,2,0,medium,0,0,1
7354,3,162,2,0,medium,0,0,1
7355,3,251,6,0,medium,0,0,1
7356,3,225,3,0,medium,0,0,1
7357,3,236,3,0,medium,0,0,1
7358,3,203,2,0,medium,0,0,1
7359,4,252,3,0,medium,0,0,1
7360,3,135,2,0,medium,0,0,1
7361,3,257,2,0,medium,0,0,1
7362,5,145,5,0,medium,0,0,1
7363,5,267,3,0,medium,0,0,1
7364,4,208,5,0,medium,0,0,1
7365,4,206,3,0,medium,0,0,1
7366,4,247,2,0,medium,0,0,1
7367,2,228,2,0,medium,0,0,1
7368,4,248,2,0,medium,0,0,1
7369,4,209,5,0,medium,0,0,1
7370,5,171,3,0,medium,0,0,1
7371,6,221,5,0,medium,0,0,1
7372,2,173,2,0,medium,0,0,1
7373,5,218,5,0,medium,0,0,1
7374,4,223,3,0,medium,0,0,1
7375,3,169,2,0,medium,0,0,1
7376,6,109,2,0,medium,0,0,1
7377,4,273,2,0,high,1,0,0
7378,3,178,3,0,high,1,0,0
7379,4,189,4,0,high,1,0,0
7380,5,203,2,0,high,1,0,0
7381,3,177,4,0,high,1,0,0
7382,5,253,2,0,high,1,0,0
7383,3,273,3,0,high,1,0,0
7384,2,139,3,0,high,1,0,0
7385,3,185,2,0,high,1,0,0
7386,5,182,4,0,high,1,0,0
7387,5,270,2,0,high,1,0,0
7388,3,139,4,0,high,1,0,0
7389,5,261,6,0,low,0,1,0
7390,3,238,3,0,low,0,1,0
7391,3,241,3,0,low,0,1,0
7392,3,223,2,0,low,0,1,0
7393,3,258,3,0,low,0,1,0
7394,4,205,4,0,low,0,1,0
7395,4,243,4,0,low,0,1,0
7396,4,198,2,0,low,0,1,0
7397,4,178,3,0,low,0,1,0
7398,4,158,3,0,low,0,1,0
7399,3,194,2,0,low,0,1,0
7400,4,253,2,0,low,0,1,0
7401,4,228,2,0,low,0,1,0
7402,5,227,3,0,low,0,1,0
7403,3,162,2,0,low,0,1,0
7404,5,257,3,0,medium,0,0,1
7405,2,140,2,0,medium,0,0,1
7406,3,164,2,0,medium,0,0,1
7407,4,177,4,0,medium,0,0,1
7408,4,260,4,0,medium,0,0,1
7409,4,233,2,0,medium,0,0,1
7410,4,227,5,0,medium,0,0,1
7411,4,140,3,0,medium,0,0,1
7412,3,254,4,0,medium,0,0,1
7413,3,245,3,0,medium,0,0,1
7414,2,157,2,0,medium,0,0,1
7415,3,265,3,0,medium,0,0,1
7416,4,261,3,0,high,1,0,0
7417,6,212,6,0,high,1,0,0
7418,4,216,3,0,high,1,0,0
7419,4,238,3,0,high,1,0,0
7420,2,204,3,0,high,1,0,0
7421,4,216,2,0,high,1,0,0
7422,4,208,3,0,high,1,0,0
7423,4,218,2,0,high,1,0,0
7424,5,176,4,0,low,0,1,0
7425,4,144,2,0,low,0,1,0
7426,5,241,3,0,low,0,1,0
7427,3,271,2,0,low,0,1,0
7428,4,184,3,0,low,0,1,0
7429,3,262,2,0,low,0,1,0
7430,6,233,6,0,low,0,1,0
7431,3,155,3,0,low,0,1,0
7432,5,141,2,0,medium,0,0,1
7433,6,251,5,0,medium,0,0,1
7434,5,141,3,0,medium,0,0,1
7435,4,274,5,0,medium,0,0,1
7436,3,160,2,0,medium,0,0,1
7437,3,166,2,0,medium,0,0,1
7438,4,219,3,0,medium,0,0,1
7439,4,158,6,0,medium,0,0,1
7440,4,190,4,0,medium,0,0,1
7441,5,191,2,0,medium,0,0,1
7442,4,117,5,0,medium,0,0,1
7443,4,240,6,0,medium,0,0,1
7444,4,239,2,0,medium,0,0,1
7445,4,145,3,0,medium,0,0,1
7446,3,157,4,0,medium,0,0,1
7447,3,166,3,0,medium,0,0,1
7448,4,137,2,0,medium,0,0,1
7449,5,208,4,0,medium,0,0,1
7450,4,174,2,0,medium,0,0,1
7451,3,267,3,0,medium,0,0,1
7452,3,125,6,0,medium,0,0,1
7453,4,220,3,0,medium,0,0,1
7454,4,141,3,0,medium,0,0,1
7455,5,146,3,0,high,1,0,0
7456,3,166,2,0,low,0,1,0
7457,4,197,2,0,medium,0,0,1
7458,4,240,2,0,medium,0,0,1
7459,4,258,3,0,medium,0,0,1
7460,6,229,3,0,medium,0,0,1
7461,5,252,4,0,medium,0,0,1
7462,3,138,3,0,medium,0,0,1
7463,4,208,3,0,medium,0,0,1
7464,3,113,3,0,medium,0,0,1
7465,4,209,4,0,medium,0,0,1
7466,2,248,4,0,medium,0,0,1
7467,5,161,3,0,low,0,1,0
7468,2,246,2,0,low,0,1,0
7469,3,283,3,0,low,0,1,0
7470,3,145,2,0,low,0,1,0
7471,3,270,3,0,low,0,1,0
7472,4,273,4,0,low,0,1,0
7473,4,187,6,0,low,0,1,0
7474,3,166,3,0,high,1,0,0
7475,3,158,2,0,low,0,1,0
7476,4,229,3,0,high,1,0,0
7477,3,191,3,0,high,1,0,0
7478,3,232,2,0,low,0,1,0
7479,3,198,3,0,low,0,1,0
7480,5,238,4,0,high,1,0,0
7481,2,157,2,0,low,0,1,0
7482,4,134,2,0,medium,0,0,1
7483,3,150,3,0,high,1,0,0
7484,5,256,2,0,medium,0,0,1
7485,3,208,3,0,medium,0,0,1
7486,3,136,3,0,medium,0,0,1
7487,4,136,3,0,medium,0,0,1
7488,4,180,4,0,high,1,0,0
7489,3,227,3,0,medium,0,0,1
7490,5,156,3,0,medium,0,0,1
7491,4,133,4,0,medium,0,0,1
7492,2,96,2,0,high,1,0,0
7493,3,171,3,0,medium,0,0,1
7494,3,177,4,0,high,1,0,0
7495,4,274,3,0,low,0,1,0
7496,2,145,3,0,medium,0,0,1
7497,5,221,2,0,medium,0,0,1
7498,3,202,2,0,medium,0,0,1
7499,5,238,2,0,medium,0,0,1
7500,4,170,2,0,low,0,1,0
7501,4,208,2,0,low,0,1,0
7502,4,199,3,0,low,0,1,0
7503,4,253,3,0,low,0,1,0
7504,4,239,3,0,low,0,1,0
7505,5,279,4,0,low,0,1,0
7506,6,114,3,0,low,0,1,0
7507,6,105,5,0,low,0,1,0
7508,4,193,3,0,low,0,1,0
7509,3,152,3,0,low,0,1,0
7510,4,228,2,0,high,1,0,0
7511,3,242,4,0,low,0,1,0
7512,4,197,3,0,low,0,1,0
7513,5,222,4,0,low,0,1,0
7514,3,222,3,0,low,0,1,0
7515,5,233,4,0,high,1,0,0
7516,4,264,3,0,low,0,1,0
7517,3,132,3,0,low,0,1,0
7518,5,182,3,0,low,0,1,0
7519,6,264,3,0,high,1,0,0
7520,6,253,2,0,low,0,1,0
7521,3,193,3,0,medium,0,0,1
7522,5,143,2,0,high,1,0,0
7523,3,180,2,0,medium,0,0,1
7524,3,220,3,0,high,1,0,0
7525,5,150,4,0,medium,0,0,1
7526,3,182,3,0,medium,0,0,1
7527,3,257,3,0,medium,0,0,1
7528,3,269,4,0,medium,0,0,1
7529,5,243,3,0,medium,0,0,1
7530,4,257,3,0,medium,0,0,1
7531,5,233,2,0,medium,0,0,1
7532,4,267,4,0,medium,0,0,1
7533,4,160,2,0,high,1,0,0
7534,3,143,4,0,low,0,1,0
7535,4,143,2,0,medium,0,0,1
7536,3,162,4,0,medium,0,0,1
7537,3,181,5,0,medium,0,0,1
7538,3,286,3,0,medium,0,0,1
7539,2,111,3,0,medium,0,0,1
7540,5,177,4,0,medium,0,0,1
7541,4,279,5,0,medium,0,0,1
7542,4,135,3,0,medium,0,0,1
7543,3,160,2,0,medium,0,0,1
7544,3,178,4,0,high,1,0,0
7545,3,147,3,0,low,0,1,0
7546,3,204,2,0,low,0,1,0
7547,5,151,2,0,low,0,1,0
7548,3,209,2,0,high,1,0,0
7549,6,225,4,0,low,0,1,0
7550,6,142,3,0,low,0,1,0
7551,3,158,2,0,low,0,1,0
7552,2,139,4,0,high,1,0,0
7553,3,263,2,0,low,0,1,0
7554,3,160,3,0,low,0,1,0
7555,2,173,2,0,low,0,1,0
7556,3,169,2,0,low,0,1,0
7557,3,161,3,0,low,0,1,0
7558,4,172,3,0,low,0,1,0
7559,3,257,3,0,low,0,1,0
7560,2,139,3,0,medium,0,0,1
7561,5,245,2,0,medium,0,0,1
7562,3,260,3,0,medium,0,0,1
7563,5,229,4,0,medium,0,0,1
7564,2,129,5,0,medium,0,0,1
7565,3,184,4,0,medium,0,0,1
7566,4,204,3,0,medium,0,0,1
7567,3,152,2,0,medium,0,0,1
7568,4,142,3,0,medium,0,0,1
7569,4,136,2,0,medium,0,0,1
7570,4,216,4,0,medium,0,0,1
7571,3,201,3,0,medium,0,0,1
7572,4,163,3,0,high,1,0,0
7573,4,224,5,0,low,0,1,0
7574,4,209,3,0,medium,0,0,1
7575,5,257,4,0,medium,0,0,1
7576,4,234,4,0,medium,0,0,1
7577,3,221,2,0,medium,0,0,1
7578,2,186,2,0,low,0,1,0
7579,4,199,3,0,low,0,1,0
7580,3,235,3,0,low,0,1,0
7581,5,211,2,0,low,0,1,0
7582,4,136,4,0,low,0,1,0
7583,4,155,3,0,low,0,1,0
7584,4,269,3,0,low,0,1,0
7585,3,285,3,0,low,0,1,0
7586,5,241,3,0,low,0,1,0
7587,3,180,4,0,low,0,1,0
7588,5,224,2,0,low,0,1,0
7589,6,107,2,0,low,0,1,0
7590,2,167,2,0,low,0,1,0
7591,3,137,3,0,low,0,1,0
7592,4,239,3,0,low,0,1,0
7593,3,239,3,0,low,0,1,0
7594,3,148,2,0,low,0,1,0
7595,4,231,3,0,low,0,1,0
7596,4,179,2,0,low,0,1,0
7597,3,181,2,0,low,0,1,0
7598,5,184,4,0,low,0,1,0
7599,3,207,2,0,medium,0,0,1
7600,4,152,4,0,medium,0,0,1
7601,4,133,4,0,medium,0,0,1
7602,4,178,3,0,medium,0,0,1
7603,4,173,3,0,medium,0,0,1
7604,2,113,5,0,medium,0,0,1
7605,3,236,2,0,medium,0,0,1
7606,3,188,5,0,medium,0,0,1
7607,3,269,2,0,medium,0,0,1
7608,2,203,3,0,medium,0,0,1
7609,3,214,3,0,medium,0,0,1
7610,2,185,6,0,medium,0,0,1
7611,4,265,6,0,high,1,0,0
7612,4,184,4,0,low,0,1,0
7613,3,157,3,0,medium,0,0,1
7614,3,258,3,0,medium,0,0,1
7615,3,222,6,0,medium,0,0,1
7616,5,248,4,0,medium,0,0,1
7617,5,162,4,0,low,0,1,0
7618,3,250,3,0,low,0,1,0
7619,4,231,3,0,low,0,1,0
7620,3,165,3,0,low,0,1,0
7621,3,272,2,0,low,0,1,0
7622,4,177,2,0,low,0,1,0
7623,3,133,3,0,low,0,1,0
7624,4,159,3,0,low,0,1,0
7625,3,130,3,0,low,0,1,0
7626,3,185,4,0,low,0,1,0
7627,3,182,3,0,low,0,1,0
7628,2,238,4,0,low,0,1,0
7629,3,211,3,0,low,0,1,0
7630,4,209,3,0,low,0,1,0
7631,5,190,3,0,low,0,1,0
7632,4,272,4,0,low,0,1,0
7633,3,202,3,0,low,0,1,0
7634,4,185,3,0,low,0,1,0
7635,3,176,3,0,low,0,1,0
7636,4,239,3,0,low,0,1,0
7637,4,238,3,0,low,0,1,0
7638,5,269,6,0,medium,0,0,1
7639,3,232,5,0,medium,0,0,1
7640,2,148,6,0,medium,0,0,1
7641,3,149,2,0,medium,0,0,1
7642,4,203,2,0,medium,0,0,1
7643,5,235,3,0,medium,0,0,1
7644,2,269,2,0,medium,0,0,1
7645,4,260,2,0,medium,0,0,1
7646,3,216,3,0,medium,0,0,1
7647,3,136,2,0,medium,0,0,1
7648,5,158,3,0,medium,0,0,1
7649,4,180,4,0,medium,0,0,1
7650,5,133,2,0,high,1,0,0
7651,5,199,4,0,low,0,1,0
7652,3,169,2,0,medium,0,0,1
7653,3,195,2,0,medium,0,0,1
7654,5,205,3,0,medium,0,0,1
7655,4,156,4,0,medium,0,0,1
7656,3,125,2,0,low,0,1,0
7657,3,171,4,0,low,0,1,0
7658,4,199,3,0,low,0,1,0
7659,5,187,2,0,low,0,1,0
7660,4,218,4,0,low,0,1,0
7661,4,268,3,0,low,0,1,0
7662,3,257,2,0,low,0,1,0
7663,4,224,5,0,low,0,1,0
7664,4,221,4,0,low,0,1,0
7665,6,101,5,0,low,0,1,0
7666,3,224,2,0,low,0,1,0
7667,3,223,4,0,low,0,1,0
7668,4,271,4,0,low,0,1,0
7669,3,210,2,0,low,0,1,0
7670,4,241,3,0,low,0,1,0
7671,3,209,3,0,low,0,1,0
7672,5,186,4,0,low,0,1,0
7673,4,273,2,0,low,0,1,0
7674,6,172,2,0,low,0,1,0
7675,3,209,2,0,low,0,1,0
7676,4,175,2,0,low,0,1,0
7677,5,239,3,0,medium,0,0,1
7678,4,231,4,0,medium,0,0,1
7679,4,131,3,0,medium,0,0,1
7680,4,217,3,0,medium,0,0,1
7681,4,242,2,0,medium,0,0,1
7682,3,224,2,0,medium,0,0,1
7683,3,208,3,0,medium,0,0,1
7684,4,167,5,0,medium,0,0,1
7685,5,269,2,0,medium,0,0,1
7686,4,156,2,0,medium,0,0,1
7687,3,238,6,0,medium,0,0,1
7688,5,193,4,0,medium,0,0,1
7689,4,196,5,0,high,1,0,0
7690,5,233,2,0,low,0,1,0
7691,2,152,5,0,medium,0,0,1
7692,4,252,2,0,medium,0,0,1
7693,3,262,5,0,medium,0,0,1
7694,3,261,4,0,medium,0,0,1
7695,4,144,2,0,low,0,1,0
7696,4,234,3,0,low,0,1,0
7697,2,234,2,0,low,0,1,0
7698,4,170,2,0,low,0,1,0
7699,3,238,4,0,low,0,1,0
7700,5,242,3,0,low,0,1,0
7701,4,209,3,0,low,0,1,0
7702,4,206,3,0,low,0,1,0
7703,4,240,5,0,low,0,1,0
7704,5,215,2,0,low,0,1,0
7705,3,147,4,0,low,0,1,0
7706,2,265,2,0,low,0,1,0
7707,4,162,3,0,low,0,1,0
7708,4,239,3,0,low,0,1,0
7709,3,224,2,0,low,0,1,0
7710,4,256,3,0,low,0,1,0
7711,3,263,3,0,low,0,1,0
7712,6,272,4,0,low,0,1,0
7713,4,159,4,0,medium,0,0,1
7714,4,219,2,0,medium,0,0,1
7715,3,210,6,0,medium,0,0,1
7716,4,237,3,0,medium,0,0,1
7717,5,226,3,0,medium,0,0,1
7718,3,212,3,0,medium,0,0,1
7719,3,250,5,0,medium,0,0,1
7720,4,171,3,0,medium,0,0,1
7721,3,149,4,0,medium,0,0,1
7722,5,228,6,0,medium,0,0,1
7723,3,215,2,0,medium,0,0,1
7724,3,272,3,0,medium,0,0,1
7725,4,192,6,0,high,1,0,0
7726,5,226,4,0,low,0,1,0
7727,2,149,3,0,medium,0,0,1
7728,3,244,2,0,medium,0,0,1
7729,4,193,3,0,medium,0,0,1
7730,4,247,3,0,medium,0,0,1
7731,3,181,3,0,low,0,1,0
7732,2,137,3,0,low,0,1,0
7733,3,211,4,0,low,0,1,0
7734,5,137,4,0,low,0,1,0
7735,4,229,2,0,low,0,1,0
7736,4,168,3,0,low,0,1,0
7737,4,180,3,0,low,0,1,0
7738,4,177,2,0,low,0,1,0
7739,4,191,2,0,low,0,1,0
7740,3,191,2,0,low,0,1,0
7741,4,125,3,0,low,0,1,0
7742,4,152,3,0,low,0,1,0
7743,4,174,2,0,low,0,1,0
7744,4,135,3,0,low,0,1,0
7745,2,117,3,0,low,0,1,0
7746,2,180,5,0,low,0,1,0
7747,4,146,3,0,low,0,1,0
7748,3,249,3,0,low,0,1,0
7749,3,136,3,0,low,0,1,0
7750,4,198,3,0,low,0,1,0
7751,5,201,3,0,low,0,1,0
7752,6,132,4,0,medium,0,0,1
7753,4,142,4,0,medium,0,0,1
7754,5,256,3,0,medium,0,0,1
7755,3,135,2,0,medium,0,0,1
7756,4,209,2,0,medium,0,0,1
7757,5,287,5,0,medium,0,0,1
7758,4,222,3,0,medium,0,0,1
7759,3,227,2,0,medium,0,0,1
7760,4,162,2,0,medium,0,0,1
7761,5,206,2,0,medium,0,0,1
7762,5,273,6,0,medium,0,0,1
7763,4,135,3,0,medium,0,0,1
7764,5,99,2,0,high,1,0,0
7765,4,166,4,0,low,0,1,0
7766,5,187,3,0,medium,0,0,1
7767,4,134,3,0,medium,0,0,1
7768,4,137,3,0,medium,0,0,1
7769,3,175,2,0,medium,0,0,1
7770,5,188,2,0,low,0,1,0
7771,5,161,4,0,low,0,1,0
7772,4,145,6,0,low,0,1,0
7773,4,111,6,0,low,0,1,0
7774,3,176,2,0,low,0,1,0
7775,2,192,3,0,low,0,1,0
7776,3,179,2,0,low,0,1,0
7777,4,224,3,0,low,0,1,0
7778,4,241,5,0,low,0,1,0
7779,3,201,3,0,low,0,1,0
7780,4,138,2,0,low,0,1,0
7781,5,168,2,0,low,0,1,0
7782,2,120,3,0,low,0,1,0
7783,3,179,3,0,low,0,1,0
7784,3,250,3,0,low,0,1,0
7785,4,237,3,0,low,0,1,0
7786,4,192,3,0,low,0,1,0
7787,4,258,3,0,low,0,1,0
7788,4,257,4,0,low,0,1,0
7789,2,271,3,0,low,0,1,0
7790,3,184,2,0,low,0,1,0
7791,6,214,6,0,medium,0,0,1
7792,4,198,3,0,medium,0,0,1
7793,3,274,2,0,medium,0,0,1
7794,5,279,2,0,medium,0,0,1
7795,5,272,2,0,medium,0,0,1
7796,4,152,3,0,medium,0,0,1
7797,2,287,4,0,medium,0,0,1
7798,2,239,6,0,medium,0,0,1
7799,4,274,6,0,medium,0,0,1
7800,4,121,2,0,medium,0,0,1
7801,5,199,2,0,medium,0,0,1
7802,3,175,3,0,medium,0,0,1
7803,2,115,3,0,high,1,0,0
7804,3,194,4,0,low,0,1,0
7805,2,119,3,0,medium,0,0,1
7806,5,162,4,0,medium,0,0,1
7807,5,264,2,0,medium,0,0,1
7808,3,179,2,0,medium,0,0,1
7809,5,213,3,0,low,0,1,0
7810,3,269,2,0,low,0,1,0
7811,3,160,3,0,low,0,1,0
7812,4,133,2,0,low,0,1,0
7813,5,201,3,0,low,0,1,0
7814,4,160,5,0,low,0,1,0
7815,3,274,3,0,low,0,1,0
7816,5,245,4,0,low,0,1,0
7817,3,237,3,0,medium,0,0,1
7818,3,279,6,0,medium,0,0,1
7819,4,207,3,0,medium,0,0,1
7820,4,218,6,0,medium,0,0,1
7821,5,240,2,0,medium,0,0,1
7822,3,153,3,0,medium,0,0,1
7823,3,144,2,0,medium,0,0,1
7824,2,159,3,0,medium,0,0,1
7825,3,237,2,0,medium,0,0,1
7826,5,148,2,0,medium,0,0,1
7827,4,205,3,0,medium,0,0,1
7828,2,264,3,0,medium,0,0,1
7829,5,189,2,0,medium,0,0,1
7830,3,243,3,0,medium,0,0,1
7831,2,199,2,0,medium,0,0,1
7832,4,205,2,0,medium,0,0,1
7833,3,184,4,0,medium,0,0,1
7834,2,274,4,0,medium,0,0,1
7835,4,181,3,0,medium,0,0,1
7836,3,205,2,0,medium,0,0,1
7837,5,172,5,0,medium,0,0,1
7838,3,164,2,0,medium,0,0,1
7839,3,138,2,0,medium,0,0,1
7840,5,262,3,0,medium,0,0,1
7841,5,264,3,0,medium,0,0,1
7842,3,225,2,0,high,1,0,0
7843,3,199,2,0,high,1,0,0
7844,6,210,5,0,high,1,0,0
7845,6,226,4,0,high,1,0,0
7846,5,134,3,0,high,1,0,0
7847,6,111,6,0,high,1,0,0
7848,5,142,2,0,high,1,0,0
7849,3,213,3,0,high,1,0,0
7850,4,139,2,0,high,1,0,0
7851,3,145,3,0,high,1,0,0
7852,4,149,6,0,high,1,0,0
7853,4,147,2,0,high,1,0,0
7854,3,193,3,0,low,0,1,0
7855,4,270,2,0,low,0,1,0
7856,5,266,3,0,low,0,1,0
